Hobby_1,Hobby_2,Hobby_3,Hobby_4,Hobby_5,SSC Percent,Aptitude Percent,Course_1,Course_2,Course_3,Course_4,Course_5
Reading,History/Geography,Sports,Photography,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor In Heritage Management (B.H.M.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Construction Engineering)
Reading,History/Geography,Sports,Photography,Drawing/Painting,less than 80,less than 75,"B.A. Programme in Film, Television and New Media Production",Five Year Integrated Programme (B.A. and M.A.) in German,Diploma in Aviation Safety and Hospitality,Bachelor of Fine Art (B.F.A.) (Sculpture),Bachelor of Architecture with Interior Design Course
Reading,History/Geography,Sports,Photography,Drawing/Painting,less than 80,less than 75,Bachelor of Social Work (B.S.W.),Diploma Course in Rainfed Agriculture,Bachelor of Science (B.Sc.) in Physics,Bachelor of Commerce (Accounting & Finance),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Reading,History/Geography,Sports,Photography,Drawing/Painting,less than 80,more than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Social Work (B.S.W.),B.Sc. In Physiotherapy,Bachelor of Commerce (Accounting & Finance),Bachelor of Fine Art (B.F.A.) Painting
Reading,History/Geography,Sports,Photography,Drawing/Painting,less than 80,more than 75,Bachelor of Social Work (B.S.W.),Five Years Integrated Programme (B.A. and M.A.) in Russian,Diploma in Yogic Education,Certificate Course in Light Music,Certificate Courses in Performing Folk Arts
Reading,History/Geography,Sports,Photography,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Engineering (Mechanical Engineering),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Fine Art (B.F.A.) (Textile Design)
Reading,History/Geography,Sports,Photography,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Library & Information Science (B.L.I.Sc.),Diploma in Yogic Education,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Fine Art (B.F.A.) (Applied Art)
Reading,History/Geography,Sports,Photography,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Physical Education (B.P.Ed.),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Architecture with Interior Design Course
Reading,History/Geography,Sports,Photography,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Certificate Courses in Performing Folk Arts
Reading,History/Geography,Sports,Coding,Drawing/Painting,less than 80,less than 75,Bachelor of Management Studies (B.M.S.),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Journalism and Mass Communication (BJMC) degree,B.Sc. Computer Science,Bachelor of Architecture with Interior Design Course
Reading,History/Geography,Sports,Coding,Drawing/Painting,less than 80,less than 75,Bachelor of Fine Art (B.F.A.) (Applied Art),Bachelor of Arts (B.A.) in English Literature,Bachelor of Engineering (Mechanical Engineering),B.Sc. Information Technology (I.T.),Bachelor of Fine Art (B.F.A.) (Applied Art)
Reading,History/Geography,Sports,Coding,Drawing/Painting,less than 80,more than 75,Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) (Sculpture)
Reading,History/Geography,Sports,Coding,Drawing/Painting,less than 80,more than 75,Bachelor of Library & Information Science (B.L.I.Sc.),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Physical Education (B.P.Ed.),B.Sc. Information Technology (I.T.),Bachelor of Fine Art (B.F.A.) Painting
Reading,History/Geography,Sports,Coding,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),B.Sc. In Physiotherapy,Bachelor of Engineering (Instrumentation Engineering),B.Sc. In Life Sciences
Reading,History/Geography,Sports,Coding,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Computer Engineering),Bachelor of Fine Art (B.F.A.) (Applied Art)
Reading,History/Geography,Sports,Coding,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Social Work (B.S.W.),B.Sc. In Physiotherapy,Bachelor of Engineering (Construction Engineering),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Reading,History/Geography,Sports,Coding,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor In Heritage Management (B.H.M.),B.Sc. in Sports Management,Bachelor of Engineering (Construction Engineering),B.Sc. In Life Sciences
Reading,History/Geography,Science,Music,Cooking/Baking,less than 80,less than 75,Bachelor of Management Studies (B.M.S.),Diploma Course in Rainfed Agriculture,B.Sc. Information Technology (I.T.),B.Sc. in Maritime Hospitality Studies,Bachelor of Science (B.Sc.) in Mathematics
Reading,History/Geography,Science,Music,Cooking/Baking,less than 80,less than 75,Bachelor of Management Studies (B.M.S.),Diploma Course in Rainfed Agriculture,Bachelor of Science (B.Sc.) in Mathematics,Certificate Course in Studio Singing Technique,Bachelor of Theatre Arts
Reading,History/Geography,Science,Music,Cooking/Baking,less than 80,more than 75,Bachelors of Mass Media (B.M.M.),Diploma Course in Rainfed Agriculture,B.Sc. Aviation,Advanced Certificate Course in Sound Recording and Reproduction,B.Sc. In Nursing
Reading,History/Geography,Science,Music,Cooking/Baking,less than 80,more than 75,Bachelor of Journalism and Mass Communication (BJMC) degree,Diploma Course in Rainfed Agriculture,Bachelor of Science (B.Sc.) in Chemistry,Bachelor of Culinary Arts,Bachelor of Science (B.Sc.) in Chemistry
Reading,History/Geography,Science,Music,Cooking/Baking,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Engineering (Production Engineering),Bachelor of Music (B.Mus.),Bachelor of Physical Education (B.P.Ed.)
Reading,History/Geography,Science,Music,Cooking/Baking,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. (Hospitality Studies),Bachelor of Engineering (Marine Engineering),Bachelor of Theatre Arts,B.Sc. In Nursing
Reading,History/Geography,Science,Music,Cooking/Baking,more than 80,more than 75,B.Sc. in Forensic Science,B.Sc. in Environmental Sciences,Bachelor of Engineering (Computer Engineering),Bachelor of Music (B.Mus.),Certificate Course in Food Processing and Preservation
Reading,History/Geography,Science,Music,Cooking/Baking,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Engineering (Marine Engineering),Bachelor of Engineering (Automobile Engineering),B.Sc. in Maritime Hospitality Studies,Diploma in Bakery and Confectionary
Reading,History/Geography,Science,Music,Photography,less than 80,less than 75,Bachelor of Commerce (Banking & Insurance),Bachelor In Heritage Management (B.H.M.),B.Sc. Information Technology (I.T.),Certificate Course in Light Music,Certificate Course in Sound Recording and Reproduction
Reading,History/Geography,Science,Music,Photography,less than 80,less than 75,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor In Heritage Management (B.H.M.),Bachelor of Science (B.Sc.) in Chemistry,Certificate Course in Music Appreciation and Music Journalism,Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Reading,History/Geography,Science,Music,Photography,less than 80,more than 75,"B.A. Programme in Film, Television and New Media Production",Bachelor of Engineering (Marine Engineering),Bachelor of Architecture (B.Arch.),Bachelor of Architecture with Interior Design Course,Certificate Course in Sound Recording and Reproduction
Reading,History/Geography,Science,Music,Photography,less than 80,more than 75,Bachelor of Commerce (Financial Markets),Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Architecture (B.Arch.),B.Sc. in Maritime Hospitality Studies,Certificate Course in Light Music
Reading,History/Geography,Science,Music,Photography,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor In Heritage Management (B.H.M.),Bachelor of Engineering (Computer Engineering),Bachelor of Theatre Arts,Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Science,Music,Photography,more than 80,less than 75,B.Sc. in Forensic Science,Diploma Course in Rainfed Agriculture,Bachelor of Engineering (Computer Engineering),Bachelor of Architecture with Interior Design Course,Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Science,Music,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Diploma Course in Rainfed Agriculture,Bachelor of Engineering (Construction Engineering),Certificate Course in Music Appreciation and Music Journalism,Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Science,Music,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Engineering (Computer Engineering),Certificate Course in Music Appreciation and Music Journalism,Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Science,Music,Coding,less than 80,less than 75,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor In Heritage Management (B.H.M.),B.Sc. Computer Science,Bachelor of Music (B.Mus.),B.Sc. Information Technology (I.T.)
Reading,History/Geography,Science,Music,Coding,less than 80,less than 75,Bachelor of Commerce (Accounting & Finance),Bachelor of Science in Nautical Sciences,Diploma in Aviation Safety and Hospitality,Bachelor of Fine Art (B.F.A.) (Ceramics),B.Sc. Information Technology (I.T.)
Reading,History/Geography,Science,Music,Coding,less than 80,more than 75,Bachelor of Management Studies (B.M.S.),Bachelor In Heritage Management (B.H.M.),B.Sc. Information Technology (I.T.),B.Sc. in Maritime Hospitality Studies,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Science,Music,Coding,less than 80,more than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Arts (B.A.) in English Literature,B.Sc. Aviation,Bachelor of Fine Art (B.F.A.) (Ceramics),B.Sc. Computer Science
Reading,History/Geography,Science,Music,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Engineering (Construction Engineering),Bachelor of Fine Art (B.F.A.) (Ceramics),Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Science,Music,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor In Heritage Management (B.H.M.),Bachelor of Engineering (Automobile Engineering),Bachelor of Fine Art (B.F.A.) (Ceramics),Bachelor of Engineering (Construction Engineering)
Reading,History/Geography,Science,Music,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Arts (B.A.) in English Literature,Bachelor of Engineering (Electronics & Telecommunication Engineering),Bachelor of Architecture with Interior Design Course,Bachelor of Engineering (Computer Engineering)
Reading,History/Geography,Science,Music,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Arts (B.A.) in English Literature,Bachelor of Engineering (Automobile Engineering),Bachelor of Theatre Arts,Bachelor of Engineering (Computer Engineering)
Reading,History/Geography,Science,Music,Drawing/Painting,less than 80,less than 75,Bachelor of Commerce (Banking & Insurance),Bachelor of Engineering (Marine Engineering),B.Sc. In Life Sciences,Bachelor of Architecture with Interior Design Course,Bachelor of Fine Art (B.F.A.) Painting
Reading,History/Geography,Science,Music,Drawing/Painting,less than 80,less than 75,"B.A. Programme in Film, Television and New Media Production",Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Fine Art (B.F.A.) (Applied Art)
Reading,History/Geography,Science,Music,Drawing/Painting,less than 80,more than 75,Bachelor of Commerce (Accounting & Finance),Bachelor of Engineering (Marine Engineering),B.Sc. In Nursing,Bachelor of Theatre Arts,Bachelor of Fine Art (B.F.A.) (Sculpture)
Reading,History/Geography,Science,Music,Drawing/Painting,less than 80,more than 75,"B.A. Programme in Film, Television and New Media Production",Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. In Life Sciences,Bachelor of Music (B.Mus.),B.Sc in Fashion Design
Reading,History/Geography,Science,Music,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Arts (B.A.) in English Literature,Bachelor of Engineering (Construction Engineering),Bachelor of Theatre Arts,Bachelor of Architecture (B.Arch.)
Reading,History/Geography,Science,Music,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Social Work (B.S.W.),Bachelor of Engineering (Electronics & Telecommunication Engineering),Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Fine Art (B.F.A.) Painting
Reading,History/Geography,Science,Music,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Social Work (B.S.W.),Bachelor of Engineering (Automobile Engineering),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Architecture (B.Arch.)
Reading,History/Geography,Science,Music,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Engineering (Automobile Engineering),Bachelor of Theatre Arts,Bachelor of Fine Art (B.F.A.) Painting
Reading,History/Geography,Science,Cooking/Baking,Photography,less than 80,less than 75,Bachelor of Commerce (Accounting & Finance),Bachelor of Fine Art (B.F.A.) Painting,Diploma in Aviation Safety and Hospitality,B.Sc. In Nursing,Bachelor of Commerce (Accounting & Finance)
Reading,History/Geography,Science,Cooking/Baking,Photography,less than 80,less than 75,Bachelor of Commerce (Banking & Insurance),Bachelor of Arts (B.A.) in English Literature,Diploma in Aviation Safety and Hospitality,Diploma in Bakery and Confectionary,Bachelor of Fine Art (B.F.A.) (Metal Work)
Reading,History/Geography,Science,Cooking/Baking,Photography,less than 80,more than 75,Bachelor of Fine Art (B.F.A.) (Applied Art),Bachelor of Library & Information Science (B.L.I.Sc.),Diploma Course in Rainfed Agriculture,B.Sc. In Nursing,Bachelor of Fine Art (B.F.A.) (Textile Design)
Reading,History/Geography,Science,Cooking/Baking,Photography,less than 80,more than 75,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Social Work (B.S.W.),Bachelor of Architecture (B.Arch.),Diploma in Yogic Education,Bachelor of Fine Art (B.F.A.) (Textile Design)
